ENSG00000186832	ENSG00000186442
ENSG00000186832	ENSG00000170477
ENSG00000186832	ENSG00000186395
ENSG00000186832	ENSG00000185640
ENSG00000186832	ENSG00000170423
ENSG00000186832	ENSG00000171403
ENSG00000186832	ENSG00000175084
ENSG00000186832	ENSG00000131095
ENSG00000186832	ENSG00000026025
ENSG00000186832	ENSG00000277586
ENSG00000005882	ENSG00000005882
ENSG00000182473	ENSG00000182473
ENSG00000169683	ENSG00000169683
ENSG00000101639	ENSG00000101639
ENSG00000091164	ENSG00000091164
ENSG00000142002	ENSG00000142002
ENSG00000142002	ENSG00000074603
ENSG00000129355	ENSG00000129355
ENSG00000129355	ENSG00000123080
ENSG00000129355	ENSG00000147883
ENSG00000129355	ENSG00000147889
ENSG00000127533	ENSG00000127533
ENSG00000127533	ENSG00000135577
ENSG00000127533	ENSG00000204882
ENSG00000127533	ENSG00000180616
ENSG00000127533	ENSG00000082556
ENSG00000127533	ENSG00000112218
ENSG00000127533	ENSG00000257008
ENSG00000127533	ENSG00000121807
ENSG00000127533	ENSG00000144648
ENSG00000089639	ENSG00000089639
ENSG00000089639	ENSG00000180448
ENSG00000089639	ENSG00000137962
ENSG00000189114	ENSG00000189114
ENSG00000063176	ENSG00000063176
ENSG00000151779	ENSG00000151779
ENSG00000171174	ENSG00000171174
ENSG00000171174	ENSG00000138030
ENSG00000171174	ENSG00000156110
ENSG00000143942	ENSG00000143942
ENSG00000143942	ENSG00000128965
ENSG00000172071	ENSG00000172071
ENSG00000125538	ENSG00000125538
ENSG00000115145	ENSG00000115145
ENSG00000115145	ENSG00000136738
ENSG00000155657	ENSG00000155657
ENSG00000144426	ENSG00000144426
ENSG00000144426	ENSG00000160796
ENSG00000123989	ENSG00000123989
ENSG00000101311	ENSG00000101311
ENSG00000101311	ENSG00000073712
ENSG00000078804	ENSG00000078804
ENSG00000078804	ENSG00000164938
ENSG00000062598	ENSG00000062598
ENSG00000062598	ENSG00000155849
ENSG00000101193	ENSG00000101193
ENSG00000186654	ENSG00000186654
ENSG00000197548	ENSG00000197548
ENSG00000144674	ENSG00000144674
ENSG00000010318	ENSG00000010318
ENSG00000170854	ENSG00000170854
ENSG00000118007	ENSG00000118007
ENSG00000118007	ENSG00000101972
ENSG00000152492	ENSG00000152492
ENSG00000169299	ENSG00000169299
ENSG00000169299	ENSG00000165434
ENSG00000145321	ENSG00000145321
ENSG00000121671	ENSG00000121671
ENSG00000167995	ENSG00000167995
ENSG00000149823	ENSG00000149823
ENSG00000175463	ENSG00000175463
ENSG00000175463	ENSG00000099992
ENSG00000175463	ENSG00000248751
ENSG00000175463	ENSG00000169221
ENSG00000256269	ENSG00000256269
ENSG00000111640	ENSG00000111640
ENSG00000111640	ENSG00000105679
ENSG00000005175	ENSG00000005175
ENSG00000135655	ENSG00000135655
ENSG00000135655	ENSG00000114316
ENSG00000135655	ENSG00000102226
ENSG00000110906	ENSG00000110906
ENSG00000081760	ENSG00000081760
ENSG00000081760	ENSG00000131069
ENSG00000083544	ENSG00000083544
ENSG00000130177	ENSG00000130177
ENSG00000129465	ENSG00000129465
ENSG00000129465	ENSG00000137275
ENSG00000134001	ENSG00000134001
ENSG00000165943	ENSG00000165943
ENSG00000273749	ENSG00000273749
ENSG00000273749	ENSG00000055163
ENSG00000137877	ENSG00000137877
ENSG00000140386	ENSG00000140386
ENSG00000103245	ENSG00000103245
ENSG00000166847	ENSG00000166847
ENSG00000179958	ENSG00000179958
ENSG00000135697	ENSG00000135697
ENSG00000179094	ENSG00000179094
ENSG00000176974	ENSG00000176974
ENSG00000176974	ENSG00000182199
ENSG00000108349	ENSG00000108349
ENSG00000173801	ENSG00000173801
ENSG00000173801	ENSG00000168036
ENSG00000168517	ENSG00000168517
ENSG00000011052	ENSG00000011052
ENSG00000011052	ENSG00000143156
ENSG00000129673	ENSG00000129673
ENSG00000169710	ENSG00000169710
ENSG00000101752	ENSG00000101752
ENSG00000101752	ENSG00000197530
ENSG00000105355	ENSG00000105355
ENSG00000105355	ENSG00000147872
ENSG00000105355	ENSG00000214456
ENSG00000142453	ENSG00000142453
ENSG00000105393	ENSG00000105393
ENSG00000105176	ENSG00000105176
ENSG00000161243	ENSG00000161243
ENSG00000161243	ENSG00000132879
ENSG00000161243	ENSG00000116663
ENSG00000161243	ENSG00000116661
ENSG00000161243	ENSG00000269190
ENSG00000104881	ENSG00000104881
ENSG00000104881	ENSG00000088808
ENSG00000104881	ENSG00000143514
ENSG00000170745	ENSG00000170745
ENSG00000170745	ENSG00000111262
ENSG00000172954	ENSG00000172954
ENSG00000143947	ENSG00000143947
ENSG00000143947	ENSG00000221983
ENSG00000143947	ENSG00000170315
ENSG00000088179	ENSG00000088179
ENSG00000115165	ENSG00000115165
ENSG00000178562	ENSG00000178562
ENSG00000063660	ENSG00000063660
ENSG00000261582	ENSG00000261582
ENSG00000099942	ENSG00000099942
ENSG00000099942	ENSG00000167193
ENSG00000198089	ENSG00000198089
ENSG00000100307	ENSG00000100307
ENSG00000130638	ENSG00000130638
ENSG00000178035	ENSG00000178035
ENSG00000178035	ENSG00000106348
ENSG00000114904	ENSG00000114904
ENSG00000114021	ENSG00000114021
ENSG00000173702	ENSG00000173702
ENSG00000013293	ENSG00000013293
ENSG00000189058	ENSG00000189058
ENSG00000189058	ENSG00000138207
ENSG00000132405	ENSG00000132405
ENSG00000138686	ENSG00000138686
ENSG00000109756	ENSG00000109756
ENSG00000109756	ENSG00000158987
ENSG00000109756	ENSG00000273217
ENSG00000183580	ENSG00000183580
ENSG00000183580	ENSG00000108306
ENSG00000183580	ENSG00000118564
ENSG00000183580	ENSG00000171823
ENSG00000183580	ENSG00000127585
ENSG00000183580	ENSG00000182325
ENSG00000113597	ENSG00000113597
ENSG00000197728	ENSG00000197728
ENSG00000111490	ENSG00000111490
ENSG00000111237	ENSG00000111237
ENSG00000120699	ENSG00000120699
ENSG00000120699	ENSG00000075914
ENSG00000092199	ENSG00000092199
ENSG00000129493	ENSG00000129493
ENSG00000131979	ENSG00000131979
ENSG00000140057	ENSG00000140057
ENSG00000128731	ENSG00000128731
ENSG00000128731	ENSG00000103657
ENSG00000103994	ENSG00000103994
ENSG00000256061	ENSG00000256061
ENSG00000100726	ENSG00000100726
ENSG00000140632	ENSG00000140632
ENSG00000205629	ENSG00000205629
ENSG00000102978	ENSG00000102978
ENSG00000103150	ENSG00000103150
ENSG00000070366	ENSG00000070366
ENSG00000154016	ENSG00000154016
ENSG00000154016	ENSG00000177885
ENSG00000154016	ENSG00000100351
ENSG00000173757	ENSG00000173757
ENSG00000173757	ENSG00000126561
ENSG00000173757	ENSG00000138378
ENSG00000173757	ENSG00000168610
ENSG00000173757	ENSG00000115415
ENSG00000173757	ENSG00000170581
ENSG00000173757	ENSG00000166888
ENSG00000004897	ENSG00000004897
ENSG00000167900	ENSG00000167900
ENSG00000176890	ENSG00000176890
ENSG00000134504	ENSG00000134504
ENSG00000115266	ENSG00000115266
ENSG00000115266	ENSG00000134982
ENSG00000130382	ENSG00000130382
ENSG00000130382	ENSG00000171843
ENSG00000257103	ENSG00000257103
ENSG00000125755	ENSG00000125755
ENSG00000074219	ENSG00000074219
ENSG00000084674	ENSG00000084674
ENSG00000008869	ENSG00000008869
ENSG00000082898	ENSG00000082898
ENSG00000116127	ENSG00000116127
ENSG00000138449	ENSG00000138449
ENSG00000173744	ENSG00000173744
ENSG00000025293	ENSG00000025293
ENSG00000244687	ENSG00000244687
ENSG00000198276	ENSG00000198276
ENSG00000186924	ENSG00000186924
ENSG00000186924	ENSG00000186965
ENSG00000186924	ENSG00000244624
ENSG00000186924	ENSG00000186967
ENSG00000186924	ENSG00000184351
ENSG00000186924	ENSG00000244025
ENSG00000186924	ENSG00000186977
ENSG00000186924	ENSG00000186925
ENSG00000186924	ENSG00000244362
ENSG00000186924	ENSG00000206102
ENSG00000186924	ENSG00000212938
ENSG00000186924	ENSG00000186930
ENSG00000186924	ENSG00000184724
ENSG00000186924	ENSG00000184032
ENSG00000157601	ENSG00000157601
ENSG00000157601	ENSG00000183486
ENSG00000157601	ENSG00000087470
ENSG00000157601	ENSG00000079805
ENSG00000100292	ENSG00000100292
ENSG00000239900	ENSG00000239900
ENSG00000157500	ENSG00000157500
ENSG00000163507	ENSG00000163507
ENSG00000114554	ENSG00000114554
ENSG00000114503	ENSG00000114503
ENSG00000070190	ENSG00000070190
ENSG00000109381	ENSG00000109381
ENSG00000242110	ENSG00000242110
ENSG00000198677	ENSG00000198677
ENSG00000125347	ENSG00000125347
ENSG00000125347	ENSG00000168310
ENSG00000072571	ENSG00000072571
ENSG00000146038	ENSG00000146038
ENSG00000204435	ENSG00000204435
ENSG00000112130	ENSG00000112130
ENSG00000112234	ENSG00000112234
ENSG00000188747	ENSG00000188747
ENSG00000188747	ENSG00000116701
ENSG00000206286	ENSG00000206286
ENSG00000155959	ENSG00000155959
ENSG00000127481	ENSG00000127481
ENSG00000142784	ENSG00000142784
ENSG00000123473	ENSG00000123473
ENSG00000116729	ENSG00000116729
ENSG00000156876	ENSG00000156876
ENSG00000158716	ENSG00000158716
ENSG00000118200	ENSG00000118200
ENSG00000116903	ENSG00000116903
ENSG00000197321	ENSG00000197321
ENSG00000122958	ENSG00000122958
ENSG00000122958	ENSG00000151502
ENSG00000155252	ENSG00000155252
ENSG00000155252	ENSG00000038210
ENSG00000130598	ENSG00000130598
ENSG00000130598	ENSG00000159173
ENSG00000130598	ENSG00000129991
ENSG00000007372	ENSG00000007372
ENSG00000149115	ENSG00000149115
ENSG00000167770	ENSG00000167770
ENSG00000162105	ENSG00000162105
ENSG00000162105	ENSG00000161681
ENSG00000150787	ENSG00000150787
ENSG00000180574	ENSG00000180574
ENSG00000180574	ENSG00000130741
ENSG00000050405	ENSG00000050405
ENSG00000166225	ENSG00000166225
ENSG00000089009	ENSG00000089009
ENSG00000276045	ENSG00000276045
ENSG00000165480	ENSG00000165480
ENSG00000136152	ENSG00000136152
ENSG00000129473	ENSG00000129473
ENSG00000129473	ENSG00000171791
ENSG00000129473	ENSG00000171552
ENSG00000129473	ENSG00000030110
ENSG00000129473	ENSG00000087088
ENSG00000129473	ENSG00000137875
ENSG00000092208	ENSG00000092208
ENSG00000165617	ENSG00000165617
ENSG00000013523	ENSG00000013523
ENSG00000100664	ENSG00000100664
ENSG00000134146	ENSG00000134146
ENSG00000104131	ENSG00000104131
ENSG00000166233	ENSG00000166233
ENSG00000161980	ENSG00000161980
ENSG00000127554	ENSG00000127554
ENSG00000038532	ENSG00000038532
ENSG00000177548	ENSG00000177548
ENSG00000102910	ENSG00000102910
ENSG00000102910	ENSG00000196365
ENSG00000040199	ENSG00000040199
ENSG00000040199	ENSG00000081913
ENSG00000103257	ENSG00000103257
ENSG00000125691	ENSG00000125691
ENSG00000126562	ENSG00000126562
ENSG00000141293	ENSG00000141293
ENSG00000141293	ENSG00000005020
ENSG00000108395	ENSG00000108395
ENSG00000125450	ENSG00000125450
ENSG00000173821	ENSG00000173821
ENSG00000088756	ENSG00000088756
ENSG00000088756	ENSG00000146376
ENSG00000088756	ENSG00000124143
ENSG00000152229	ENSG00000152229
ENSG00000152229	ENSG00000140368
ENSG00000133313	ENSG00000133313
ENSG00000133313	ENSG00000150656
ENSG00000105325	ENSG00000105325
ENSG00000105325	ENSG00000117399
ENSG00000104976	ENSG00000104976
ENSG00000076928	ENSG00000076928
ENSG00000105327	ENSG00000105327
ENSG00000062822	ENSG00000062822
ENSG00000134313	ENSG00000134313
ENSG00000115155	ENSG00000115155
ENSG00000152527	ENSG00000152527
ENSG00000011523	ENSG00000011523
ENSG00000198203	ENSG00000198203
ENSG00000198203	ENSG00000198075
ENSG00000198203	ENSG00000105398
ENSG00000198203	ENSG00000088002
ENSG00000198203	ENSG00000173597
ENSG00000198203	ENSG00000109193
ENSG00000198203	ENSG00000130540
ENSG00000198203	ENSG00000196502
ENSG00000198203	ENSG00000213648
ENSG00000198203	ENSG00000197165
ENSG00000198203	ENSG00000138068
ENSG00000116747	ENSG00000116747
ENSG00000180667	ENSG00000180667
ENSG00000069248	ENSG00000069248
ENSG00000067082	ENSG00000067082
ENSG00000181915	ENSG00000181915
ENSG00000151224	ENSG00000151224
ENSG00000151224	ENSG00000168906
ENSG00000052749	ENSG00000052749
ENSG00000107957	ENSG00000107957
ENSG00000175029	ENSG00000175029
ENSG00000166333	ENSG00000166333
ENSG00000134571	ENSG00000134571
ENSG00000134571	ENSG00000086967
ENSG00000134571	ENSG00000196091
ENSG00000134571	ENSG00000065534
ENSG00000168003	ENSG00000168003
ENSG00000172803	ENSG00000172803
ENSG00000172803	ENSG00000089006
ENSG00000172803	ENSG00000129515
ENSG00000172803	ENSG00000205302
ENSG00000110075	ENSG00000110075
ENSG00000110075	ENSG00000105063
ENSG00000110075	ENSG00000100239
ENSG00000178301	ENSG00000178301
ENSG00000137727	ENSG00000137727
ENSG00000198331	ENSG00000198331
ENSG00000123352	ENSG00000123352
ENSG00000123352	ENSG00000196141
ENSG00000135473	ENSG00000135473
ENSG00000111536	ENSG00000111536
ENSG00000139350	ENSG00000139350
ENSG00000111252	ENSG00000111252
ENSG00000111252	ENSG00000178188
ENSG00000165475	ENSG00000165475
ENSG00000172766	ENSG00000172766
ENSG00000172766	ENSG00000164134
ENSG00000080166	ENSG00000080166
ENSG00000080166	ENSG00000077498
ENSG00000092020	ENSG00000092020
ENSG00000053770	ENSG00000053770
ENSG00000119596	ENSG00000119596
ENSG00000198826	ENSG00000198826
ENSG00000168803	ENSG00000168803
ENSG00000168803	ENSG00000196839
ENSG00000157456	ENSG00000157456
ENSG00000157456	ENSG00000134057
ENSG00000157456	ENSG00000133101
ENSG00000157456	ENSG00000145386
ENSG00000137818	ENSG00000137818
ENSG00000137818	ENSG00000177600
ENSG00000136371	ENSG00000136371
ENSG00000183571	ENSG00000183571
ENSG00000183571	ENSG00000130517
ENSG00000063854	ENSG00000063854
ENSG00000153048	ENSG00000153048
ENSG00000169877	ENSG00000169877
ENSG00000157353	ENSG00000157353
ENSG00000131148	ENSG00000131148
ENSG00000108381	ENSG00000108381
ENSG00000108381	ENSG00000132744
ENSG00000072778	ENSG00000072778
ENSG00000170310	ENSG00000170310
ENSG00000108599	ENSG00000108599
ENSG00000189120	ENSG00000189120
ENSG00000005379	ENSG00000005379
ENSG00000172809	ENSG00000172809
ENSG00000055483	ENSG00000055483
ENSG00000055483	ENSG00000106346
ENSG00000273734	ENSG00000273734
ENSG00000179218	ENSG00000179218
ENSG00000123815	ENSG00000123815
ENSG00000126457	ENSG00000126457
ENSG00000126457	ENSG00000185238
ENSG00000126457	ENSG00000160310
ENSG00000138092	ENSG00000138092
ENSG00000115841	ENSG00000115841
ENSG00000169764	ENSG00000169764
ENSG00000163170	ENSG00000163170
ENSG00000170485	ENSG00000170485
ENSG00000170485	ENSG00000134852
ENSG00000072135	ENSG00000072135
ENSG00000163093	ENSG00000163093
ENSG00000173559	ENSG00000173559
ENSG00000173559	ENSG00000139579
ENSG00000156973	ENSG00000156973
ENSG00000156973	ENSG00000109103
ENSG00000156973	ENSG00000175970
ENSG00000101255	ENSG00000101255
ENSG00000188559	ENSG00000188559
ENSG00000180530	ENSG00000180530
ENSG00000160191	ENSG00000160191
ENSG00000100024	ENSG00000100024
ENSG00000100353	ENSG00000100353
ENSG00000100393	ENSG00000100393
ENSG00000100253	ENSG00000100253
ENSG00000132376	ENSG00000132376
ENSG00000132376	ENSG00000185133
ENSG00000196712	ENSG00000196712
ENSG00000171475	ENSG00000171475
ENSG00000171475	ENSG00000115935
ENSG00000171475	ENSG00000122574
ENSG00000243678	ENSG00000243678
ENSG00000243678	ENSG00000239672
ENSG00000243678	ENSG00000103024
ENSG00000168646	ENSG00000168646
ENSG00000168646	ENSG00000103126
ENSG00000134508	ENSG00000134508
ENSG00000172175	ENSG00000172175
ENSG00000167470	ENSG00000167470
ENSG00000127663	ENSG00000127663
ENSG00000161888	ENSG00000161888
ENSG00000130303	ENSG00000130303
ENSG00000105185	ENSG00000105185
ENSG00000117877	ENSG00000117877
ENSG00000087086	ENSG00000087086
ENSG00000087086	ENSG00000167996
ENSG00000250741	ENSG00000250741
ENSG00000250741	ENSG00000185013
ENSG00000013016	ENSG00000013016
ENSG00000013016	ENSG00000024422
ENSG00000115355	ENSG00000115355
ENSG00000121152	ENSG00000121152
ENSG00000115109	ENSG00000115109
ENSG00000138434	ENSG00000138434
ENSG00000114942	ENSG00000114942
ENSG00000142330	ENSG00000142330
ENSG00000142330	ENSG00000162909
ENSG00000142330	ENSG00000014216
ENSG00000142330	ENSG00000092529
ENSG00000132639	ENSG00000132639
ENSG00000132639	ENSG00000099940
ENSG00000242372	ENSG00000242372
ENSG00000124198	ENSG00000124198
ENSG00000124198	ENSG00000066777
ENSG00000124198	ENSG00000107862
ENSG00000183527	ENSG00000183527
ENSG00000183773	ENSG00000183773
ENSG00000100150	ENSG00000100150
ENSG00000100316	ENSG00000100316
ENSG00000100316	ENSG00000140986
ENSG00000075218	ENSG00000075218
ENSG00000172936	ENSG00000172936
ENSG00000172053	ENSG00000172053
ENSG00000114354	ENSG00000114354
ENSG00000184432	ENSG00000184432
ENSG00000184432	ENSG00000122218
ENSG00000163577	ENSG00000163577
ENSG00000163577	ENSG00000132507
ENSG00000061938	ENSG00000061938
ENSG00000061938	ENSG00000097007
ENSG00000061938	ENSG00000143322
ENSG00000178597	ENSG00000178597
ENSG00000163682	ENSG00000163682
ENSG00000138768	ENSG00000138768
ENSG00000173545	ENSG00000173545
ENSG00000197860	ENSG00000197860
ENSG00000197860	ENSG00000104969
ENSG00000152422	ENSG00000152422
ENSG00000081791	ENSG00000081791
ENSG00000169045	ENSG00000169045
ENSG00000169045	ENSG00000169813
ENSG00000169045	ENSG00000126945
ENSG00000112183	ENSG00000112183
ENSG00000112183	ENSG00000132819
ENSG00000096070	ENSG00000096070
ENSG00000096070	ENSG00000156983
ENSG00000031691	ENSG00000031691
ENSG00000093144	ENSG00000093144
ENSG00000093144	ENSG00000104823
ENSG00000111981	ENSG00000111981
ENSG00000182095	ENSG00000182095
ENSG00000106086	ENSG00000106086
ENSG00000160999	ENSG00000160999
ENSG00000154359	ENSG00000154359
ENSG00000104299	ENSG00000104299
ENSG00000047249	ENSG00000047249
ENSG00000104497	ENSG00000104497
ENSG00000104408	ENSG00000104408
ENSG00000179526	ENSG00000179526
ENSG00000086065	ENSG00000086065
ENSG00000119139	ENSG00000119139
ENSG00000119139	ENSG00000104067
ENSG00000158169	ENSG00000158169
ENSG00000119333	ENSG00000119333
ENSG00000148396	ENSG00000148396
ENSG00000275903	ENSG00000275903
ENSG00000275903	ENSG00000008018
ENSG00000206488	ENSG00000206488
ENSG00000206488	ENSG00000137343
ENSG00000196459	ENSG00000196459
ENSG00000196459	ENSG00000167515
ENSG00000158528	ENSG00000158528
ENSG00000164815	ENSG00000164815
ENSG00000155530	ENSG00000155530
ENSG00000133561	ENSG00000133561
ENSG00000133561	ENSG00000179144
ENSG00000133561	ENSG00000133574
ENSG00000156006	ENSG00000156006
ENSG00000156006	ENSG00000171428
ENSG00000129696	ENSG00000129696
ENSG00000169122	ENSG00000169122
ENSG00000104320	ENSG00000104320
ENSG00000164961	ENSG00000164961
ENSG00000161016	ENSG00000161016
ENSG00000135002	ENSG00000135002
ENSG00000106803	ENSG00000106803
ENSG00000176978	ENSG00000176978
ENSG00000206395	ENSG00000206395
ENSG00000206395	ENSG00000153904
ENSG00000047230	ENSG00000047230
ENSG00000047230	ENSG00000171793
ENSG00000068438	ENSG00000068438
ENSG00000122126	ENSG00000122126
ENSG00000122126	ENSG00000204084
ENSG00000147403	ENSG00000147403
ENSG00000147403	ENSG00000165496
ENSG00000204859	ENSG00000204859
ENSG00000204859	ENSG00000168826
ENSG00000204859	ENSG00000109906
ENSG00000204859	ENSG00000177485
ENSG00000117632	ENSG00000117632
ENSG00000117632	ENSG00000197457
ENSG00000020129	ENSG00000020129
ENSG00000117450	ENSG00000117450
ENSG00000117450	ENSG00000123131
ENSG00000117450	ENSG00000165672
ENSG00000117450	ENSG00000167815
ENSG00000117450	ENSG00000117592
ENSG00000079739	ENSG00000079739
ENSG00000079739	ENSG00000154330
ENSG00000023909	ENSG00000023909
ENSG00000155363	ENSG00000155363
ENSG00000155363	ENSG00000073146
ENSG00000143457	ENSG00000143457
ENSG00000143457	ENSG00000113384
ENSG00000143155	ENSG00000143155
ENSG00000148450	ENSG00000148450
ENSG00000148450	ENSG00000174099
ENSG00000181274	ENSG00000181274
ENSG00000181274	ENSG00000165879
ENSG00000148843	ENSG00000148843
ENSG00000019995	ENSG00000019995
ENSG00000184545	ENSG00000184545
ENSG00000184545	ENSG00000111266
ENSG00000132275	ENSG00000132275
ENSG00000109854	ENSG00000109854
ENSG00000110514	ENSG00000110514
ENSG00000162236	ENSG00000162236
ENSG00000172757	ENSG00000172757
ENSG00000074201	ENSG00000074201
ENSG00000166323	ENSG00000166323
ENSG00000149554	ENSG00000149554
ENSG00000149554	ENSG00000140992
ENSG00000111144	ENSG00000111144
ENSG00000111144	ENSG00000148120
ENSG00000198324	ENSG00000198324
ENSG00000198324	ENSG00000177096
ENSG00000088986	ENSG00000088986
ENSG00000088986	ENSG00000264364
ENSG00000100883	ENSG00000100883
ENSG00000070367	ENSG00000070367
ENSG00000119682	ENSG00000119682
ENSG00000140105	ENSG00000140105
ENSG00000159459	ENSG00000159459
ENSG00000159459	ENSG00000024048
ENSG00000157450	ENSG00000157450
ENSG00000137807	ENSG00000137807
ENSG00000185551	ENSG00000185551
ENSG00000185551	ENSG00000175745
ENSG00000185551	ENSG00000123358
ENSG00000185551	ENSG00000164749
ENSG00000185551	ENSG00000143257
ENSG00000185551	ENSG00000131759
ENSG00000185551	ENSG00000132170
ENSG00000185551	ENSG00000126351
ENSG00000185551	ENSG00000111424
ENSG00000185551	ENSG00000091831
ENSG00000095906	ENSG00000095906
ENSG00000095906	ENSG00000103274
ENSG00000140650	ENSG00000140650
ENSG00000140650	ENSG00000100417
ENSG00000197272	ENSG00000197272
ENSG00000090861	ENSG00000090861
ENSG00000103194	ENSG00000103194
ENSG00000108602	ENSG00000108602
ENSG00000108602	ENSG00000006534
ENSG00000108602	ENSG00000118514
ENSG00000108602	ENSG00000143149
ENSG00000108602	ENSG00000128918
ENSG00000108602	ENSG00000165092
ENSG00000108602	ENSG00000184254
ENSG00000108602	ENSG00000164904
ENSG00000172716	ENSG00000172716
ENSG00000033627	ENSG00000033627
ENSG00000011143	ENSG00000011143
ENSG00000127580	ENSG00000127580
ENSG00000103319	ENSG00000103319
ENSG00000125124	ENSG00000125124
ENSG00000166451	ENSG00000166451
ENSG00000167842	ENSG00000167842
ENSG00000091542	ENSG00000091542
ENSG00000108587	ENSG00000108587
ENSG00000108344	ENSG00000108344
ENSG00000136448	ENSG00000136448
ENSG00000136448	ENSG00000152465
ENSG00000008294	ENSG00000008294
ENSG00000087191	ENSG00000087191
ENSG00000087191	ENSG00000100764
ENSG00000087191	ENSG00000100519
ENSG00000087191	ENSG00000161057
ENSG00000087191	ENSG00000165916
ENSG00000087191	ENSG00000013275
ENSG00000176170	ENSG00000176170
ENSG00000176170	ENSG00000188452
ENSG00000067900	ENSG00000067900
ENSG00000067900	ENSG00000134318
ENSG00000067900	ENSG00000171219
ENSG00000099817	ENSG00000099817
ENSG00000129354	ENSG00000129354
ENSG00000129354	ENSG00000072958
ENSG00000129354	ENSG00000161203
ENSG00000129354	ENSG00000221838
ENSG00000131351	ENSG00000131351
ENSG00000131943	ENSG00000131943
ENSG00000104879	ENSG00000104879
ENSG00000104879	ENSG00000166165
ENSG00000079785	ENSG00000079785
ENSG00000158019	ENSG00000158019
ENSG00000068878	ENSG00000068878
ENSG00000153574	ENSG00000153574
ENSG00000125571	ENSG00000125571
ENSG00000163510	ENSG00000163510
ENSG00000138443	ENSG00000138443
ENSG00000138443	ENSG00000136754
ENSG00000124006	ENSG00000124006
ENSG00000064655	ENSG00000064655
ENSG00000101197	ENSG00000101197
ENSG00000159267	ENSG00000159267
ENSG00000241973	ENSG00000241973
ENSG00000100226	ENSG00000100226
ENSG00000241484	ENSG00000241484
ENSG00000241484	ENSG00000175220
ENSG00000178537	ENSG00000178537
ENSG00000080819	ENSG00000080819
ENSG00000160145	ENSG00000160145
ENSG00000160145	ENSG00000038382
ENSG00000158092	ENSG00000158092
ENSG00000158092	ENSG00000071051
ENSG00000008952	ENSG00000008952
ENSG00000198836	ENSG00000198836
ENSG00000065882	ENSG00000065882
ENSG00000065882	ENSG00000136111
ENSG00000169116	ENSG00000169116
ENSG00000123737	ENSG00000123737
ENSG00000171497	ENSG00000171497
ENSG00000086200	ENSG00000086200
ENSG00000172497	ENSG00000172497
ENSG00000172497	ENSG00000162390
ENSG00000164902	ENSG00000164902
ENSG00000007944	ENSG00000007944
ENSG00000096063	ENSG00000096063
ENSG00000096063	ENSG00000135250
ENSG00000146232	ENSG00000146232
ENSG00000135318	ENSG00000135318
ENSG00000186439	ENSG00000186439
ENSG00000106263	ENSG00000106263
ENSG00000153814	ENSG00000153814
ENSG00000136273	ENSG00000136273
ENSG00000005471	ENSG00000005471
ENSG00000005471	ENSG00000001626
ENSG00000197448	ENSG00000197448
ENSG00000120885	ENSG00000120885
ENSG00000253729	ENSG00000253729
ENSG00000164929	ENSG00000164929
ENSG00000178814	ENSG00000178814
ENSG00000107201	ENSG00000107201
ENSG00000107201	ENSG00000115267
ENSG00000095261	ENSG00000095261
ENSG00000136811	ENSG00000136811
ENSG00000242550	ENSG00000242550
ENSG00000242550	ENSG00000197641
ENSG00000242550	ENSG00000166401
ENSG00000242550	ENSG00000170542
ENSG00000242550	ENSG00000124570
ENSG00000242550	ENSG00000135919
ENSG00000179115	ENSG00000179115
ENSG00000216490	ENSG00000216490
ENSG00000249115	ENSG00000249115
ENSG00000160013	ENSG00000160013
ENSG00000084676	ENSG00000084676
ENSG00000084676	ENSG00000124151
ENSG00000014641	ENSG00000014641
ENSG00000115539	ENSG00000115539
ENSG00000152253	ENSG00000152253
ENSG00000138363	ENSG00000138363
ENSG00000187514	ENSG00000187514
ENSG00000168393	ENSG00000168393
ENSG00000173418	ENSG00000173418
ENSG00000173418	ENSG00000156269
ENSG00000173418	ENSG00000102030
ENSG00000149636	ENSG00000149636
ENSG00000124217	ENSG00000124217
ENSG00000155307	ENSG00000155307
ENSG00000231068	ENSG00000231068
ENSG00000160188	ENSG00000160188
ENSG00000197381	ENSG00000197381
ENSG00000131374	ENSG00000131374
ENSG00000173769	ENSG00000173769
ENSG00000121579	ENSG00000121579
ENSG00000163754	ENSG00000163754
ENSG00000181449	ENSG00000181449
ENSG00000114473	ENSG00000114473
ENSG00000164039	ENSG00000164039
ENSG00000164039	ENSG00000157326
ENSG00000164039	ENSG00000242612
ENSG00000164039	ENSG00000087076
ENSG00000164039	ENSG00000164120
ENSG00000164039	ENSG00000104325
ENSG00000164039	ENSG00000115425
ENSG00000164039	ENSG00000198189
ENSG00000164039	ENSG00000170509
ENSG00000164039	ENSG00000108786
ENSG00000109452	ENSG00000109452
ENSG00000109452	ENSG00000040933
ENSG00000164327	ENSG00000164327
ENSG00000131711	ENSG00000131711
ENSG00000131711	ENSG00000166963
ENSG00000120137	ENSG00000120137
ENSG00000120137	ENSG00000125779
ENSG00000120137	ENSG00000152782
ENSG00000112685	ENSG00000112685
ENSG00000112561	ENSG00000112561
ENSG00000112561	ENSG00000068323
ENSG00000001084	ENSG00000001084
ENSG00000130338	ENSG00000130338
ENSG00000008256	ENSG00000008256
ENSG00000008256	ENSG00000100055
ENSG00000008256	ENSG00000105443
ENSG00000008256	ENSG00000108669
ENSG00000122507	ENSG00000122507
ENSG00000154710	ENSG00000154710
